Id,TargetUrl,MinSalary,MaxSalary,Seniority,Remark,ExcludeWords,IncludeWords,HasSalary
1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2007001016&isnew=30&keyword=.net&expansionType=area%2Cspec%2Ccom%2Cjob%2Cwf%2Cwktm&area=6001001001%2C6001001002%2C6001001003%2C6001001005%2C6001001006%2C6001001007%2C6001002011%2C6001001012%2C6001001004%2C6001002015&order=17&asc=0&excludeIndustryCat=1004000000%2C1009001000%2C1010000000&page=1&mode=s&jobsource=2018indexpoc&searchTempExclude=2&langFlag=0&langStatus=0&recommendJob=1&hotJob=1,60000,80000,"3,5",.NET後端,,,是
